order_id,seller_id,order_date,total_amount
Or8292,S650,2022-07-12,127.51
Or8293,S615,2020-11-24,131.51
Or8294,S487,2024-02-16,201.59
Or8295,S919,2023-03-30,143.02
Or8296,S642,2020-10-09,106.01
Or8297,S398,2022-10-31,236.21
Or8298,S610,2021-04-23,264.05
Or8299,S255,2025-05-05,79.22
Or8300,S907,2023-09-22,173.69
Or8301,S740,2022-06-06,265.46
Or8302,S250,2023-08-22,268.16
Or8303,S627,2025-04-22,481.14
Or8304,S652,2021-02-06,309.44
Or8305,S868,2021-06-12,276.32
Or8306,S678,2020-06-21,68.25
Or8307,S449,2023-09-27,115.35
Or8308,S984,2020-10-18,264.9
Or8309,S361,2022-04-16,145.77
Or8310,S236,2024-02-22,364.38
Or8311,S665,2023-02-28,347.41
Or8312,S302,2021-06-20,236.77
Or8313,S998,2024-04-03,388.29
Or8314,S542,2025-02-12,79.89
Or8315,S898,2020-11-05,54.03
Or8316,S200,2021-06-27,330.49
Or8317,S487,2024-06-02,62.19
Or8318,S622,2025-02-08,469.33
Or8319,S259,2021-08-24,129.69
Or8320,S597,2024-04-28,355.54
Or8321,S593,2023-05-05,278.57
Or8322,S309,2020-11-25,326.76
Or8323,S156,2025-01-15,22.73
Or8324,S932,2024-04-07,100.56
Or8325,S528,2022-09-23,54.23
Or8326,S385,2025-02-10,91.48
Or8327,S294,2023-09-11,36.84
Or8328,S976,2021-02-28,297.74
Or8329,S859,2025-04-25,378.59
Or8330,S970,2025-02-05,437.21
Or8331,S50,2022-05-14,120.12
Or8332,S652,2024-05-04,84.65
Or8333,S18,2023-02-22,173.56
Or8334,S332,2024-05-09,183.04
Or8335,S797,2023-06-09,232.79
Or8336,S580,2023-11-30,324.59
Or8337,S152,2023-01-19,310.33
Or8338,S73,2020-09-17,436.77
Or8339,S54,2024-01-08,168.27
Or8340,S873,2024-05-27,62.96
Or8341,S645,2021-01-23,117.78
Or8342,S864,2021-01-27,301.32
Or8343,S514,2024-01-24,199.45
Or8344,S189,2024-11-08,12.52
Or8345,S467,2024-12-27,205.17
Or8346,S538,2020-06-20,296.37
Or8347,S706,2022-08-11,458.86
Or8348,S781,2021-08-19,369.95
Or8349,S627,2021-01-08,438.03
Or8350,S318,2024-12-21,362.34
Or8351,S951,2021-07-09,457.72
Or8352,S753,2021-03-02,104.96
Or8353,S216,2021-05-22,296.71
Or8354,S538,2024-02-27,144.58
Or8355,S70,2022-12-28,169.65
Or8356,S319,2023-10-22,214.17
Or8357,S8,2025-04-16,298.86
Or8358,S545,2022-02-17,287.31
Or8359,S238,2021-11-19,470.5
Or8360,S617,2025-05-21,436.77
Or8361,S538,2024-10-02,281.81
Or8362,S43,2020-09-29,27.35
Or8363,S586,2021-04-11,406.92
Or8364,S137,2022-07-01,23.33
Or8365,S115,2021-02-20,408.94
Or8366,S970,2023-03-23,70.14
Or8367,S773,2023-05-28,54.46
Or8368,S194,2020-10-14,449.37
Or8369,S861,2023-09-11,64.72
Or8370,S893,2021-09-17,493.37
Or8371,S379,2025-01-10,495.01
Or8372,S141,2025-02-16,277.15
Or8373,S317,2022-12-29,457.71
Or8374,S60,2022-05-26,44.91
Or8375,S581,2024-03-21,150.56
Or8376,S583,2023-01-16,414.2
Or8377,S494,2022-05-17,184.53
Or8378,S923,2024-07-11,201.36
Or8379,S389,2025-02-18,140.99
Or8380,S885,2024-01-26,471.49
Or8381,S466,2023-05-11,216.32
Or8382,S989,2022-11-08,345.1
Or8383,S665,2021-10-02,337.95
Or8384,S138,2021-03-11,125.91
Or8385,S937,2024-04-24,319.02
Or8386,S287,2022-02-17,150.1
Or8387,S663,2022-06-21,304.34
Or8388,S400,2021-05-10,482.41
Or8389,S582,2023-02-24,268.92
Or8390,S808,2025-04-19,443.69
Or8391,S880,2023-12-25,224.68
Or8392,S184,2024-02-02,128.78
Or8393,S703,2020-10-21,93.52
Or8394,S128,2023-11-14,99.49
Or8395,S950,2022-03-30,119.63
Or8396,S895,2021-04-24,473.03
Or8397,S692,2022-04-05,280.45
Or8398,S717,2022-03-21,435.92
Or8399,S802,2025-02-06,278.08
Or8400,S901,2023-12-08,251.87
Or8401,S87,2022-03-18,157.93
Or8402,S48,2021-03-01,298.45
Or8403,S797,2023-11-07,467.55
Or8404,S462,2021-01-16,71.83
Or8405,S284,2024-07-27,266.84
Or8406,S388,2021-03-02,184.42
Or8407,S892,2023-01-17,497.16
Or8408,S936,2024-03-20,166.66
Or8409,S431,2024-06-13,185.23
Or8410,S435,2022-05-22,330.44
Or8411,S41,2023-12-11,263.62
Or8412,S179,2020-12-28,474.66
Or8413,S257,2020-08-24,379.04
Or8414,S9,2024-05-14,103.98
Or8415,S233,2023-09-03,266.75
Or8416,S254,2020-12-20,232.81
Or8417,S635,2021-03-11,19.34
Or8418,S253,2024-06-09,294.29
Or8419,S699,2022-12-16,426.04
Or8420,S830,2020-08-23,297.81
Or8421,S541,2020-08-30,109.68
Or8422,S631,2020-10-24,109.2
Or8423,S251,2020-06-21,473.17
Or8424,S79,2024-11-25,264.26
Or8425,S412,2024-11-16,163.85
Or8426,S988,2023-02-21,240.61
Or8427,S981,2023-10-30,324.2
Or8428,S128,2022-09-05,146.65
Or8429,S660,2024-07-10,165.32
Or8430,S979,2023-08-22,213.93
Or8431,S58,2023-11-17,257.72
Or8432,S469,2024-04-20,192.56
Or8433,S202,2022-04-23,48.31
Or8434,S417,2021-06-17,337.04
Or8435,S849,2021-11-29,290.53
Or8436,S40,2024-02-17,297.51
Or8437,S312,2024-11-03,136.5
Or8438,S12,2022-08-03,75.84
Or8439,S573,2021-11-14,474.26
Or8440,S450,2021-05-03,343.26
Or8441,S773,2022-06-27,478.12
Or8442,S615,2021-02-09,277.43
Or8443,S277,2021-12-11,41.79
Or8444,S614,2024-03-19,330.4
Or8445,S200,2023-07-23,131.09
Or8446,S423,2023-07-12,73.34
Or8447,S365,2021-01-13,325.92
Or8448,S812,2024-04-20,241.67
Or8449,S775,2021-12-10,425.68
Or8450,S164,2024-10-31,245.65
Or8451,S453,2025-03-20,62.52
Or8452,S567,2022-04-04,267.65
Or8453,S218,2024-01-28,98.82
Or8454,S189,2024-08-06,120.05
Or8455,S9,2025-02-08,349.67
Or8456,S248,2022-08-21,345.04
Or8457,S903,2020-11-12,480.79
Or8458,S49,2024-09-15,48.32
Or8459,S906,2022-09-27,98.06
Or8460,S50,2022-05-16,486.69
Or8461,S534,2024-08-30,300.01
Or8462,S60,2023-08-30,423.23
Or8463,S198,2024-10-24,247.18
Or8464,S566,2021-10-30,154.53
Or8465,S865,2021-11-16,206.99
Or8466,S271,2023-09-18,191.35
Or8467,S683,2025-02-14,73.14
Or8468,S721,2024-07-15,129.22
Or8469,S385,2022-08-01,54.0
Or8470,S969,2021-10-13,411.07
Or8471,S600,2024-10-25,379.51
Or8472,S482,2023-12-11,117.11
Or8473,S407,2020-06-17,206.0
Or8474,S201,2024-06-22,109.77
Or8475,S349,2025-03-14,389.97
Or8476,S685,2024-04-23,338.29
Or8477,S862,2020-12-02,21.53
Or8478,S208,2023-03-21,340.87
Or8479,S290,2025-02-01,471.94
Or8480,S630,2020-09-25,246.82
Or8481,S695,2020-06-09,392.83
Or8482,S494,2024-08-11,250.33
Or8483,S524,2021-09-24,401.7
Or8484,S966,2024-06-07,344.03
Or8485,S272,2021-08-20,200.26
Or8486,S528,2023-02-12,481.94
Or8487,S610,2024-05-10,267.08
Or8488,S376,2020-07-29,76.26
Or8489,S122,2021-01-07,155.04
Or8490,S965,2022-02-18,162.84
Or8491,S735,2024-01-27,389.36
Or8492,S873,2025-01-03,304.33
Or8493,S829,2022-01-06,81.9
Or8494,S472,2020-08-02,318.5
Or8495,S576,2020-11-01,456.04
Or8496,S4,2024-07-04,338.75
Or8497,S655,2024-10-15,321.58
Or8498,S679,2020-08-16,84.46
Or8499,S594,2022-10-09,50.27
Or8500,S372,2024-07-05,457.13
Or8501,S439,2023-05-22,284.48
Or8502,S985,2022-07-22,17.88
Or8503,S319,2024-12-24,52.73
Or8504,S88,2020-07-21,320.23
Or8505,S927,2020-09-21,192.71
Or8506,S69,2021-10-26,466.93
Or8507,S314,2023-05-14,145.57
Or8508,S404,2024-08-13,394.64
Or8509,S987,2025-03-16,425.18
Or8510,S138,2024-03-02,337.69
Or8511,S662,2023-03-14,69.83
Or8512,S628,2022-05-07,465.58
Or8513,S835,2022-08-31,260.23
Or8514,S420,2021-02-11,34.95
Or8515,S995,2020-09-16,476.01
Or8516,S65,2020-12-17,384.27
Or8517,S247,2024-08-06,380.04
Or8518,S548,2020-12-20,320.03
Or8519,S576,2023-07-19,457.18
Or8520,S196,2020-12-31,386.87
Or8521,S942,2021-06-03,206.54
Or8522,S956,2021-12-05,355.29
Or8523,S1000,2024-05-19,127.36
Or8524,S763,2020-09-02,429.61
Or8525,S497,2021-09-06,496.6
Or8526,S123,2022-11-12,269.25
Or8527,S584,2021-12-24,373.28
Or8528,S10,2021-07-09,157.3
Or8529,S844,2024-06-01,462.6
Or8530,S685,2021-06-04,440.75
Or8531,S559,2023-02-20,88.39
Or8532,S572,2020-12-06,96.96
Or8533,S271,2024-03-11,346.89
Or8534,S163,2023-12-03,399.4
Or8535,S24,2024-01-11,33.39
Or8536,S23,2021-11-15,261.31
Or8537,S658,2024-03-06,147.95
Or8538,S68,2023-08-14,260.03
Or8539,S767,2024-08-27,264.51
Or8540,S597,2023-04-03,477.04
Or8541,S250,2025-06-04,223.7
Or8542,S66,2022-05-26,160.4
Or8543,S775,2025-04-01,265.98
Or8544,S247,2020-11-04,246.81
Or8545,S168,2024-01-15,117.16
Or8546,S340,2021-09-10,248.95
Or8547,S918,2023-05-31,50.04
Or8548,S904,2022-05-19,255.39
Or8549,S451,2021-08-06,35.86
Or8550,S644,2021-11-12,333.16
Or8551,S969,2024-06-08,133.09
Or8552,S946,2024-11-26,333.97
Or8553,S758,2020-11-05,137.6
Or8554,S44,2021-12-26,319.57
Or8555,S593,2020-11-27,245.01
Or8556,S330,2022-11-03,59.55
Or8557,S563,2022-03-04,191.31
Or8558,S182,2024-10-20,220.72
Or8559,S560,2025-02-11,423.58
Or8560,S943,2021-08-26,253.24
Or8561,S170,2021-02-15,93.86
Or8562,S158,2024-04-16,366.15
Or8563,S524,2021-10-01,144.9
Or8564,S990,2021-01-23,465.88
Or8565,S125,2025-04-27,341.71
Or8566,S991,2023-09-26,202.01
Or8567,S345,2023-07-11,350.15
Or8568,S971,2023-06-15,167.05
Or8569,S583,2021-09-05,220.0
Or8570,S209,2021-03-18,33.07
Or8571,S615,2022-04-10,458.84
Or8572,S420,2022-10-08,314.21
Or8573,S279,2023-11-10,13.96
Or8574,S837,2021-04-21,416.5
Or8575,S843,2021-08-29,114.64
Or8576,S16,2023-08-17,55.48
Or8577,S959,2021-09-21,484.64
Or8578,S768,2022-10-07,126.05
Or8579,S856,2020-09-08,43.25
Or8580,S336,2025-04-02,294.05
Or8581,S448,2022-05-27,361.96
Or8582,S768,2024-11-28,130.91
Or8583,S853,2020-12-10,457.66
Or8584,S881,2023-09-17,183.38
Or8585,S476,2021-01-01,98.57
Or8586,S959,2025-05-26,164.26
Or8587,S678,2023-03-27,110.86
Or8588,S983,2024-06-22,387.96
Or8589,S782,2022-03-18,264.11
Or8590,S566,2023-07-12,153.95
Or8591,S697,2021-12-14,442.71
Or8592,S324,2022-03-07,192.38
Or8593,S31,2025-04-17,58.15
Or8594,S128,2024-02-22,310.2
Or8595,S950,2020-11-07,455.68
Or8596,S527,2022-06-04,46.23
Or8597,S202,2024-10-10,228.06
Or8598,S852,2024-05-05,259.13
Or8599,S440,2024-05-30,476.69
Or8600,S433,2023-05-29,151.15
Or8601,S703,2020-06-20,438.88
Or8602,S263,2022-06-13,166.58
Or8603,S303,2022-05-15,212.43
Or8604,S884,2022-01-07,72.66
Or8605,S629,2022-04-29,375.82
Or8606,S893,2022-06-16,48.64
Or8607,S899,2023-06-15,237.88
Or8608,S702,2024-11-16,48.71
Or8609,S816,2021-08-12,104.58
Or8610,S177,2023-07-20,479.49
Or8611,S332,2021-10-21,348.27
Or8612,S192,2022-07-04,425.02
Or8613,S537,2022-02-04,259.06
Or8614,S720,2021-06-04,327.29
Or8615,S600,2023-06-11,40.65
Or8616,S772,2024-10-16,369.85
Or8617,S255,2022-03-30,181.61
Or8618,S729,2021-07-06,131.54
Or8619,S999,2025-05-02,87.65
Or8620,S302,2021-03-08,12.08
Or8621,S419,2025-04-16,176.04
Or8622,S971,2023-12-31,208.4
Or8623,S457,2021-10-02,190.07
Or8624,S774,2024-12-02,252.23
Or8625,S656,2023-04-06,94.69
Or8626,S916,2021-01-01,305.81
Or8627,S487,2020-12-19,40.73
Or8628,S807,2021-05-06,284.45
Or8629,S281,2024-04-04,475.4
Or8630,S704,2022-12-28,129.36
Or8631,S879,2020-06-24,58.23
Or8632,S789,2022-01-30,199.32
Or8633,S563,2024-07-04,245.07
Or8634,S164,2022-05-22,224.14
Or8635,S47,2020-11-22,51.9
Or8636,S767,2022-09-04,411.81
Or8637,S384,2020-06-08,184.4
Or8638,S370,2022-12-19,294.02
Or8639,S600,2024-04-12,378.34
Or8640,S279,2022-12-14,425.1
Or8641,S535,2022-04-23,213.16
Or8642,S527,2025-02-27,485.94
Or8643,S853,2022-01-19,414.97
Or8644,S640,2022-11-24,436.36
Or8645,S863,2022-10-24,255.76
Or8646,S59,2021-06-23,233.11
Or8647,S449,2022-06-19,436.4
Or8648,S621,2020-10-05,252.68
Or8649,S76,2021-05-29,219.39
Or8650,S94,2023-11-13,337.24
Or8651,S435,2022-07-12,111.82
Or8652,S722,2024-03-03,350.76
Or8653,S34,2023-10-16,379.5
Or8654,S355,2024-06-07,365.38
Or8655,S434,2022-06-09,57.97
Or8656,S184,2024-03-14,480.06
Or8657,S114,2021-03-04,442.33
Or8658,S846,2020-08-12,326.85
Or8659,S57,2024-03-31,97.09
Or8660,S986,2021-11-28,306.13
Or8661,S185,2021-05-16,452.03
Or8662,S954,2024-09-24,261.2
Or8663,S823,2024-05-01,375.42
Or8664,S920,2020-12-22,294.0
Or8665,S403,2024-07-10,137.42
Or8666,S67,2020-11-03,87.45
Or8667,S143,2024-07-26,88.67
Or8668,S787,2025-06-01,364.67
Or8669,S290,2023-05-18,306.2
Or8670,S229,2023-10-20,487.04
Or8671,S606,2022-03-29,197.68
Or8672,S557,2021-03-22,93.61
Or8673,S225,2024-10-15,432.78
Or8674,S185,2021-12-20,64.86
Or8675,S82,2020-08-23,379.47
Or8676,S877,2022-08-03,322.2
Or8677,S888,2023-03-19,320.61
Or8678,S278,2023-07-10,190.69
Or8679,S545,2024-04-05,86.42
Or8680,S208,2024-01-01,378.05
Or8681,S407,2022-10-17,400.95
Or8682,S263,2020-07-22,37.49
Or8683,S35,2021-01-01,462.38
Or8684,S862,2024-02-03,478.81
Or8685,S448,2023-01-31,373.42
Or8686,S588,2021-07-14,396.29
Or8687,S694,2025-03-03,127.01
Or8688,S51,2024-02-05,406.35
Or8689,S657,2021-06-20,38.26
Or8690,S795,2022-04-27,264.43
Or8691,S9,2025-04-22,172.05
Or8692,S33,2024-12-16,296.05
Or8693,S337,2021-11-08,32.71
Or8694,S543,2021-02-18,424.03
Or8695,S545,2023-10-21,291.37
Or8696,S447,2024-03-18,232.76
Or8697,S376,2025-03-29,440.18
Or8698,S526,2023-07-14,425.96
Or8699,S452,2023-06-11,141.51
Or8700,S684,2023-07-18,346.06
Or8701,S422,2022-03-20,96.01
Or8702,S967,2025-01-11,210.24
Or8703,S976,2022-04-25,336.2
Or8704,S611,2023-06-20,258.55
Or8705,S304,2020-09-22,490.26
Or8706,S653,2023-08-07,323.29
Or8707,S43,2024-12-16,384.13
Or8708,S575,2024-10-23,85.78
Or8709,S297,2023-01-06,180.01
Or8710,S643,2024-12-30,390.5
Or8711,S624,2022-03-10,312.46
Or8712,S414,2023-09-09,198.26
Or8713,S610,2023-12-20,13.77
Or8714,S990,2021-12-26,102.03
Or8715,S572,2021-05-20,467.41
Or8716,S893,2024-04-15,222.0
Or8717,S874,2022-03-27,227.14
Or8718,S448,2021-02-04,238.17
Or8719,S746,2024-09-15,233.55
Or8720,S772,2023-10-17,99.32
Or8721,S475,2024-06-22,474.3
Or8722,S259,2021-11-16,131.95
Or8723,S356,2024-03-03,22.28
Or8724,S662,2021-07-24,222.66
Or8725,S242,2021-11-03,403.53
Or8726,S895,2021-12-30,116.94
Or8727,S616,2024-02-12,437.5
Or8728,S383,2021-02-15,324.88
Or8729,S796,2023-09-08,128.49
Or8730,S743,2023-03-31,286.27
Or8731,S193,2021-01-24,15.02
Or8732,S358,2021-06-06,133.18
Or8733,S755,2025-02-24,429.83
Or8734,S530,2025-03-24,451.96
Or8735,S628,2022-09-26,323.32
Or8736,S653,2025-05-05,148.42
Or8737,S462,2024-06-23,222.77
Or8738,S502,2021-12-17,390.8
Or8739,S332,2021-12-03,257.63
Or8740,S63,2024-11-17,196.83
Or8741,S629,2020-10-11,424.59
Or8742,S467,2022-08-29,387.58
Or8743,S87,2023-10-19,428.34
Or8744,S750,2022-11-09,88.58
Or8745,S662,2024-01-03,386.63
Or8746,S407,2024-05-29,227.26
Or8747,S175,2023-03-26,442.8
Or8748,S114,2022-03-19,406.6
Or8749,S769,2021-05-06,293.58
Or8750,S520,2024-05-18,283.37
Or8751,S20,2023-07-12,31.17
Or8752,S913,2023-03-05,78.93
Or8753,S203,2022-06-30,417.34
Or8754,S889,2020-11-21,39.18
Or8755,S30,2023-10-06,397.17
Or8756,S285,2025-04-29,218.38
Or8757,S732,2022-09-19,499.45
Or8758,S202,2022-12-10,383.87
Or8759,S386,2024-05-14,490.9
Or8760,S668,2022-01-23,57.83
Or8761,S811,2022-02-11,247.82
Or8762,S951,2021-01-08,246.04
Or8763,S403,2024-02-29,88.82
Or8764,S216,2022-05-06,215.36
Or8765,S924,2024-06-19,407.01
Or8766,S434,2020-11-08,414.36
Or8767,S752,2022-01-05,313.51
Or8768,S223,2022-01-01,423.9
Or8769,S766,2024-02-04,198.21
Or8770,S345,2022-06-27,328.69
Or8771,S41,2023-07-03,439.83
Or8772,S368,2021-01-24,417.46
Or8773,S573,2024-06-25,145.51
Or8774,S466,2024-07-21,486.98
Or8775,S59,2025-01-13,237.56
Or8776,S335,2025-03-09,80.85
Or8777,S15,2024-04-07,33.46
Or8778,S908,2024-01-08,34.46
Or8779,S575,2022-03-31,397.56
Or8780,S207,2020-07-26,370.42
Or8781,S657,2022-11-10,302.7
Or8782,S441,2020-12-20,170.02
Or8783,S744,2021-04-07,344.61
Or8784,S612,2024-03-05,474.4
Or8785,S33,2022-08-03,68.77
Or8786,S987,2021-08-27,210.23
Or8787,S942,2020-10-16,418.98
Or8788,S614,2021-10-19,335.25
Or8789,S575,2024-10-04,173.43
Or8790,S438,2023-06-01,280.8
Or8791,S168,2023-05-22,207.72
Or8792,S179,2024-11-13,417.81
Or8793,S485,2024-06-06,370.83
Or8794,S694,2022-11-11,207.31
Or8795,S570,2022-03-19,254.44
Or8796,S771,2021-04-09,347.98
Or8797,S42,2024-05-09,365.72
Or8798,S411,2020-10-13,85.27
Or8799,S550,2021-02-24,385.45
Or8800,S47,2024-10-27,251.43
Or8801,S769,2024-02-17,347.34
Or8802,S388,2024-08-30,151.44
Or8803,S429,2023-10-12,421.31
Or8804,S559,2022-10-07,104.76
Or8805,S230,2024-04-29,43.33
Or8806,S243,2024-09-25,381.17
Or8807,S750,2020-08-29,121.5
Or8808,S594,2021-06-11,71.66
Or8809,S615,2024-05-29,96.48
Or8810,S555,2021-05-03,470.39
Or8811,S192,2020-10-12,194.19
Or8812,S884,2021-09-23,272.39
Or8813,S556,2022-11-30,252.56
Or8814,S308,2024-03-13,243.72
Or8815,S385,2025-03-02,94.98
Or8816,S197,2025-04-01,179.0
Or8817,S190,2025-01-10,272.58
Or8818,S447,2021-04-02,278.21
Or8819,S724,2025-04-28,462.81
Or8820,S305,2021-08-05,455.52
Or8821,S831,2021-08-24,67.18
Or8822,S51,2024-01-05,416.4
Or8823,S745,2024-03-21,79.61
Or8824,S39,2023-03-18,296.94
Or8825,S490,2021-01-04,318.94
Or8826,S218,2022-12-30,371.61
Or8827,S991,2023-07-01,244.58
Or8828,S312,2022-08-07,398.27
Or8829,S163,2021-02-11,86.11
Or8830,S563,2022-04-13,466.53
Or8831,S705,2023-05-02,113.49
Or8832,S887,2020-06-29,98.45
Or8833,S784,2025-03-27,234.94
Or8834,S162,2022-09-23,396.27
Or8835,S699,2020-07-11,326.83
Or8836,S732,2024-11-07,301.88
Or8837,S915,2024-06-27,499.56
Or8838,S757,2025-05-09,418.75
Or8839,S630,2023-05-25,149.85
Or8840,S141,2023-01-19,15.88
Or8841,S522,2024-10-25,454.28
Or8842,S556,2023-12-30,461.26
Or8843,S626,2025-04-12,42.53
Or8844,S526,2025-01-06,459.52
Or8845,S190,2022-07-26,264.4
Or8846,S971,2021-05-28,306.53
Or8847,S762,2024-09-03,333.64
Or8848,S406,2021-05-13,101.07
Or8849,S560,2021-08-01,16.67
Or8850,S96,2024-03-17,267.2
Or8851,S598,2023-06-27,257.11
Or8852,S159,2024-07-17,418.97
Or8853,S429,2023-01-22,498.75
Or8854,S666,2025-03-29,478.39
Or8855,S45,2024-04-04,354.94
Or8856,S457,2021-01-29,246.85
Or8857,S395,2023-06-25,63.47
Or8858,S873,2025-01-14,283.09
Or8859,S371,2020-11-26,231.3
Or8860,S584,2022-08-31,252.49
Or8861,S513,2024-01-15,136.22
Or8862,S12,2024-05-01,74.26
Or8863,S398,2021-08-21,140.93
Or8864,S70,2023-08-07,35.48
Or8865,S296,2022-08-01,117.28
Or8866,S179,2022-09-09,345.44
Or8867,S549,2022-10-27,178.38
Or8868,S706,2021-01-30,329.43
Or8869,S530,2024-09-28,261.87
Or8870,S27,2025-03-15,126.71
Or8871,S523,2022-04-20,210.86
Or8872,S8,2022-08-10,242.44
Or8873,S130,2022-08-08,284.25
Or8874,S999,2024-05-23,199.4
Or8875,S673,2024-06-04,465.52
Or8876,S603,2025-05-16,389.31
Or8877,S824,2022-10-02,82.34
Or8878,S840,2021-07-12,65.34
Or8879,S100,2022-12-28,281.22
Or8880,S478,2023-11-19,134.06
Or8881,S749,2022-02-01,213.26
Or8882,S838,2024-04-24,207.41
Or8883,S991,2020-10-25,265.46
Or8884,S868,2024-03-18,146.46
Or8885,S533,2023-02-28,194.36
Or8886,S927,2024-09-22,474.65
Or8887,S127,2022-03-19,401.86
Or8888,S698,2023-12-29,127.15
Or8889,S297,2022-02-25,278.05
Or8890,S257,2023-11-11,235.31
Or8891,S341,2022-01-23,266.14
Or8892,S684,2020-11-05,379.19
Or8893,S695,2023-08-30,353.75
Or8894,S759,2020-08-05,318.59
Or8895,S367,2025-05-23,114.86
Or8896,S548,2021-04-04,88.93
Or8897,S308,2021-10-19,302.25
Or8898,S680,2021-08-25,445.0
Or8899,S912,2023-08-03,427.93
Or8900,S327,2024-07-10,38.7
Or8901,S336,2024-10-17,426.64
Or8902,S525,2020-06-17,158.83
Or8903,S528,2025-04-04,241.72
Or8904,S702,2020-12-06,442.61
Or8905,S971,2020-07-22,471.2
Or8906,S557,2020-09-22,201.33
Or8907,S657,2021-09-04,421.82
Or8908,S466,2021-02-26,428.63
Or8909,S204,2020-12-06,394.08
Or8910,S311,2023-02-02,234.59
Or8911,S667,2023-10-10,210.7
Or8912,S145,2023-07-10,402.73
Or8913,S255,2021-11-15,189.93
Or8914,S264,2023-01-02,321.22
Or8915,S453,2023-01-30,199.68
Or8916,S845,2020-06-11,359.81
Or8917,S951,2023-10-23,125.58
Or8918,S351,2023-10-06,251.6
Or8919,S868,2024-09-21,447.47
Or8920,S437,2021-01-22,296.31
Or8921,S298,2024-10-23,303.91
Or8922,S795,2025-04-16,492.86
Or8923,S65,2023-12-29,64.76
Or8924,S631,2023-09-10,498.42
Or8925,S749,2023-07-06,136.84
Or8926,S214,2022-09-16,302.03
Or8927,S595,2022-02-03,425.79
Or8928,S919,2020-09-21,211.26
Or8929,S782,2025-03-26,201.51
Or8930,S510,2025-02-19,120.23
Or8931,S822,2020-06-22,374.7
Or8932,S475,2021-01-05,294.13
Or8933,S17,2023-03-15,354.5
Or8934,S951,2025-05-29,96.59
Or8935,S108,2024-05-01,146.38
Or8936,S36,2025-01-17,122.61
Or8937,S607,2025-02-09,206.85
Or8938,S539,2022-10-11,49.6
Or8939,S777,2020-10-02,380.22
Or8940,S643,2021-08-26,419.09
Or8941,S272,2024-12-09,437.97
Or8942,S568,2020-07-27,85.04
Or8943,S23,2022-01-28,288.06
Or8944,S244,2024-02-20,298.25
Or8945,S188,2022-07-05,338.41
Or8946,S543,2021-05-06,291.69
Or8947,S559,2021-09-06,32.39
Or8948,S193,2025-03-15,217.02
Or8949,S502,2025-01-02,209.06
Or8950,S199,2022-07-21,478.1
Or8951,S854,2024-04-21,139.04
Or8952,S368,2022-12-08,424.36
Or8953,S83,2025-02-26,183.31
Or8954,S256,2023-08-14,288.64
Or8955,S509,2024-05-02,195.63
Or8956,S48,2023-10-23,13.23
Or8957,S115,2024-05-17,292.47
Or8958,S898,2024-06-15,200.95
Or8959,S586,2022-08-25,71.29
Or8960,S937,2023-12-05,296.63
Or8961,S157,2020-10-06,83.06
Or8962,S52,2023-08-03,337.18
Or8963,S480,2024-08-12,468.6
Or8964,S672,2024-03-22,217.56
Or8965,S977,2021-05-06,199.2
Or8966,S295,2024-01-20,398.69
Or8967,S678,2022-05-16,385.35
Or8968,S14,2021-05-06,109.27
Or8969,S722,2020-07-03,437.23
Or8970,S234,2023-11-10,373.48
Or8971,S719,2021-01-26,115.62
Or8972,S44,2024-06-01,483.83
Or8973,S203,2022-10-24,270.07
Or8974,S864,2022-01-11,202.71
Or8975,S821,2021-04-07,466.54
Or8976,S715,2024-12-04,190.59
Or8977,S21,2021-10-12,457.38
Or8978,S377,2023-05-25,46.8
Or8979,S941,2020-11-07,289.66
Or8980,S710,2023-07-13,65.99
Or8981,S710,2024-07-13,374.79
Or8982,S276,2022-02-08,13.71
Or8983,S763,2023-02-02,17.9
Or8984,S351,2021-06-09,154.02
Or8985,S118,2023-11-11,27.51
Or8986,S994,2024-05-24,252.49
Or8987,S68,2025-03-28,101.36
Or8988,S989,2021-07-25,215.41
Or8989,S348,2024-03-16,32.49
Or8990,S61,2022-02-26,189.08
Or8991,S308,2024-02-16,57.49
Or8992,S572,2022-01-09,75.29
Or8993,S978,2023-02-15,107.26
Or8994,S885,2021-04-15,445.39
Or8995,S170,2025-04-12,134.03
Or8996,S42,2023-04-18,484.87
Or8997,S701,2023-04-01,347.19
Or8998,S268,2021-03-24,224.22
Or8999,S953,2022-08-10,205.79
Or9000,S982,2024-05-18,464.96
Or9001,S446,2021-11-21,400.54
Or9002,S147,2024-05-27,452.95
Or9003,S828,2021-11-11,355.21
Or9004,S520,2023-03-13,405.72
Or9005,S255,2021-06-15,413.18
Or9006,S238,2020-06-28,311.57
Or9007,S36,2020-12-25,76.06
Or9008,S471,2020-12-10,324.23
Or9009,S152,2024-02-03,408.5
Or9010,S121,2022-11-21,364.79
Or9011,S299,2021-07-14,108.19
Or9012,S195,2024-09-22,76.35
Or9013,S457,2024-10-29,309.12
Or9014,S382,2020-10-26,27.34
Or9015,S280,2023-11-21,297.15
Or9016,S249,2022-06-07,428.73
Or9017,S583,2022-10-13,206.63
Or9018,S334,2022-12-02,146.07
Or9019,S282,2024-10-30,124.61
Or9020,S647,2022-04-15,361.42
Or9021,S859,2021-03-23,460.88
Or9022,S148,2021-11-17,108.62
Or9023,S663,2025-03-20,249.9
Or9024,S476,2023-08-31,300.29
Or9025,S874,2023-08-04,426.37
Or9026,S168,2024-01-19,247.11
